Repetition,"Start date","End date",Duration,Benchmark,"Class","Zram % (gb)","Tempo de CPU","Memoria media (KB)","Falhas maiores","Falhas menores",Swaps,"Troca de contextos","Troca de contextos voluntarias","Uso de cpu"
1,"26/11/2024 17:40:49","26/11/2024 17:40:56","0:06.24","bt","D","  0% ( 0 gb)","4.05","0","64","1903918","0","1045","231","355%"
1,"26/11/2024 17:41:07","26/11/2024 17:41:16","0:08.87","bt","D"," 25% ( 0 gb)","7.24","0","1687","1908958","0","430","76","286%"
1,"26/11/2024 17:41:27","26/11/2024 17:41:39","0:11.50","bt","D"," 50% ( 0 gb)","6.56","0","155","1905061","0","871","36","215%"
1,"26/11/2024 17:41:50","26/11/2024 17:42:05","0:14.81","bt","D"," 75% ( 0 gb)","6.37","0","632","1903780","0","695","38","165%"
1,"26/11/2024 17:42:16","26/11/2024 17:42:34","0:16.98","bt","D","100% ( 0 gb)","8.15","0","120","1898655","0","1261","77","155%"
1,"26/11/2024 17:42:47","26/11/2024 17:42:51","0:02.89","cg","D","  0% ( 0 gb)","3.73","0","6","1895495","0","73","23","288%"
1,"26/11/2024 17:43:02","26/11/2024 17:43:46","0:44.53","cg","D"," 25% ( 0 gb)","25.69","0","2722817","4803177","0","11544","103","329%"
1,"26/11/2024 17:43:58","26/11/2024 17:45:58","2:00.39","cg","D"," 50% ( 0 gb)","89.80","0","10683631","12400054","0","32847","70","320%"
1,"26/11/2024 17:46:09","26/11/2024 17:48:54","2:43.80","cg","D"," 75% ( 0 gb)","156.41","0","16958333","18396642","0","47756","67","314%"
1,"26/11/2024 17:49:05","26/11/2024 17:52:18","3:12.79","cg","D","100% ( 0 gb)","212.75","0","21167393","22431963","0","68068","153","311%"
1,"26/11/2024 17:52:32","26/11/2024 17:57:54","5:22.36","ep","D","  0% ( 0 gb)","0.01","0","6","1183","0","7164","15","398%"
1,"26/11/2024 17:58:04","26/11/2024 18:05:28","7:23.36","ep","D"," 25% ( 0 gb)","0.00","0","0","1183","0","7771","5","317%"
1,"26/11/2024 18:05:38","26/11/2024 18:10:59","5:21.04","ep","D"," 50% ( 0 gb)","0.00","0","0","1184","0","7136","6","399%"
1,"26/11/2024 18:11:09","26/11/2024 18:16:31","5:21.99","ep","D"," 75% ( 0 gb)","0.00","0","0","1184","0","7099","6","399%"
1,"26/11/2024 18:16:41","26/11/2024 18:24:05","7:24.02","ep","D","100% ( 0 gb)","0.00","0","0","1186","0","7867","5","317%"
1,"26/11/2024 18:24:16","26/11/2024 18:24:16","0:00.00","ft","D","  0% ( 0 gb)","0.00","0","0","120","0","1","0","100%"
1,"26/11/2024 18:24:26","26/11/2024 18:24:26","0:00.00","ft","D"," 25% ( 0 gb)","0.00","0","0","117","0","0","1","50%"
