Repetition,"Start date","End date",Duration,Benchmark,"Class","Zram % (gb)","Tempo de CPU","Memoria media (KB)","Falhas maiores","Falhas menores",Swaps,"Troca de contextos","Troca de contextos voluntarias","Uso de cpu"
1,"29/11/2024 21:12:12","29/11/2024 21:28:43","16:31.01","bt","C","  0% ( 0 gb)","7.61","0","0","176578","0","1118476","1890","198%"
1,"29/11/2024 21:28:54","29/11/2024 21:45:50","16:56.16","bt","C"," 25% ( 0 gb)","7.82","0","0","176582","0","1136193","1856","196%"
1,"29/11/2024 21:46:00","29/11/2024 22:02:48","16:47.49","bt","C"," 50% ( 0 gb)","7.97","0","0","176580","0","1128792","1423","197%"
1,"29/11/2024 22:02:58","29/11/2024 22:19:41","16:43.26","bt","C"," 75% ( 0 gb)","7.74","0","0","176580","0","1124246","1211","197%"
1,"29/11/2024 22:19:51","29/11/2024 22:36:31","16:39.38","bt","C","100% ( 0 gb)","7.71","0","0","176579","0","1122773","1442","198%"
1,"29/11/2024 22:36:43","29/11/2024 22:40:19","3:36.07","cg","C","  0% ( 0 gb)","2.30","0","0","227421","0","240497","864","205%"
1,"29/11/2024 22:40:29","29/11/2024 22:44:05","3:35.31","cg","C"," 25% ( 0 gb)","2.30","0","0","227423","0","239463","431","206%"
1,"29/11/2024 22:44:15","29/11/2024 22:47:50","3:35.26","cg","C"," 50% ( 0 gb)","2.22","0","0","227421","0","239517","437","207%"
1,"29/11/2024 22:48:01","29/11/2024 22:51:37","3:36.04","cg","C"," 75% ( 0 gb)","2.27","0","0","227420","0","241214","764","206%"
1,"29/11/2024 22:51:47","29/11/2024 22:55:22","3:34.72","cg","C","100% ( 0 gb)","2.17","0","0","227421","0","240799","472","207%"
1,"29/11/2024 22:55:33","29/11/2024 22:57:21","1:47.91","ep","C","  0% ( 0 gb)","0.74","0","0","1186","0","120250","6","211%"
1,"29/11/2024 22:57:31","29/11/2024 22:59:18","1:46.64","ep","C"," 25% ( 0 gb)","0.77","0","0","1186","0","118911","6","212%"
1,"29/11/2024 22:59:28","29/11/2024 23:01:15","1:47.12","ep","C"," 50% ( 0 gb)","0.73","0","0","1187","0","119117","4","212%"
1,"29/11/2024 23:01:25","29/11/2024 23:03:11","1:45.45","ep","C"," 75% ( 0 gb)","0.71","0","0","1185","0","120166","5","217%"
1,"29/11/2024 23:03:21","29/11/2024 23:05:06","1:45.02","ep","C","100% ( 0 gb)","0.75","0","0","1189","0","120261","4","218%"
1,"29/11/2024 23:05:18","29/11/2024 23:05:19","0:00.76","ft","C","  0% ( 0 gb)","1.85","0","0","877792","0","984","8","304%"
1,"29/11/2024 23:05:30","29/11/2024 23:05:32","0:01.66","ft","C"," 25% ( 0 gb)","3.73","0","12","1110183","0","1808","111","264%"
1,"29/11/2024 23:05:44","29/11/2024 23:05:48","0:04.26","ft","C"," 50% ( 0 gb)","9.34","0","515600","1314036","0","4834","51","275%"
1,"29/11/2024 23:05:59","29/11/2024 23:06:14","0:14.04","ft","C"," 75% ( 0 gb)","14.33","0","663359","1333088","0","12854","109","244%"
1,"29/11/2024 23:06:25","29/11/2024 23:06:45","0:18.98","ft","C","100% ( 0 gb)","17.64","0","637560","1335044","0","15512","97","204%"
1,"29/11/2024 23:06:58","29/11/2024 23:07:11","0:12.93","is","C","  0% ( 0 gb)","0.58","0","1","270491","0","16225","17","346%"
1,"29/11/2024 23:07:21","29/11/2024 23:07:36","0:14.66","is","C"," 25% ( 0 gb)","0.98","0","0","270504","0","17706","1","315%"
1,"29/11/2024 23:07:46","29/11/2024 23:08:01","0:14.34","is","C"," 50% ( 0 gb)","0.82","0","0","270496","0","17612","14","314%"
1,"29/11/2024 23:08:11","29/11/2024 23:08:26","0:14.77","is","C"," 75% ( 0 gb)","0.91","0","0","270519","0","18024","12","310%"
1,"29/11/2024 23:08:36","29/11/2024 23:08:51","0:14.74","is","C","100% ( 0 gb)","0.62","0","0","270492","0","18083","18","309%"
1,"29/11/2024 23:09:14","29/11/2024 23:19:54","10:39.55","lu","C","  0% ( 0 gb)","5.08","0","5","143024","0","722480","1675","202%"
1,"29/11/2024 23:20:04","29/11/2024 23:30:50","10:46.04","lu","C"," 25% ( 0 gb)","5.15","0","0","143027","0","730674","1510","202%"
1,"29/11/2024 23:31:00","29/11/2024 23:41:48","10:48.06","lu","C"," 50% ( 0 gb)","5.33","0","0","143026","0","732759","1710","202%"
1,"29/11/2024 23:41:59","29/11/2024 23:52:49","10:50.28","lu","C"," 75% ( 0 gb)","5.24","0","0","143026","0","735661","1761","202%"
1,"29/11/2024 23:52:59","30/11/2024 00:03:43","10:43.50","lu","C","100% ( 0 gb)","5.17","0","0","143026","0","726370","1861","202%"
1,"30/11/2024 00:03:57","30/11/2024 00:06:12","2:14.31","mg","C","  0% ( 0 gb)","3.83","0","839","873689","0","139896","2968","186%"
1,"30/11/2024 00:06:23","30/11/2024 00:08:24","2:00.36","mg","C"," 25% ( 0 gb)","3.74","0","89885","873141","0","133563","340","207%"
1,"30/11/2024 00:08:35","30/11/2024 00:10:35","1:59.88","mg","C"," 50% ( 0 gb)","3.15","0","2","872833","0","133265","265","210%"
1,"30/11/2024 00:10:45","30/11/2024 00:12:45","1:59.74","mg","C"," 75% ( 0 gb)","3.10","0","1","872835","0","132917","270","210%"
1,"30/11/2024 00:12:56","30/11/2024 00:14:56","1:59.41","mg","C","100% ( 0 gb)","3.02","0","4","872835","0","132020","259","210%"
1,"30/11/2024 00:15:19","30/11/2024 00:30:24","15:05.14","sp","C","  0% ( 0 gb)","7.44","0","0","184851","0","1016309","1891","199%"
1,"30/11/2024 00:30:34","30/11/2024 00:45:40","15:05.23","sp","C"," 25% ( 0 gb)","7.68","0","0","184849","0","1014071","1856","199%"
1,"30/11/2024 00:45:50","30/11/2024 01:00:53","15:03.31","sp","C"," 50% ( 0 gb)","7.52","0","0","184848","0","1012349","1672","199%"
1,"30/11/2024 01:01:03","30/11/2024 01:16:08","15:04.82","sp","C"," 75% ( 0 gb)","7.26","0","0","184851","0","1016285","1931","199%"
1,"30/11/2024 01:16:19","30/11/2024 01:31:23","15:04.02","sp","C","100% ( 0 gb)","7.64","0","0","184850","0","1014114","1509","200%"
1,"30/11/2024 01:31:52","30/11/2024 01:46:55","15:02.69","ua","C","  0% ( 0 gb)","7.81","0","0","123359","0","1015898","5230","197%"
1,"30/11/2024 01:47:05","30/11/2024 02:02:04","14:58.56","ua","C"," 25% ( 0 gb)","7.57","0","0","123354","0","1007778","4405","198%"
1,"30/11/2024 02:02:14","30/11/2024 02:17:14","15:00.27","ua","C"," 50% ( 0 gb)","7.44","0","0","123366","0","1007927","4460","198%"
1,"30/11/2024 02:17:24","30/11/2024 02:32:22","14:57.68","ua","C"," 75% ( 0 gb)","7.90","0","0","123361","0","1008254","4325","198%"
1,"30/11/2024 02:32:32","30/11/2024 02:47:32","14:59.31","ua","C","100% ( 0 gb)","7.40","0","0","123363","0","1007110","4304","198%"
