Repetition,"Start date","End date",Duration,Benchmark,"Class","Zram % (gb)","Tempo de CPU","Memoria media (KB)","Falhas maiores","Falhas menores",Swaps,"Troca de contextos","Troca de contextos voluntarias","Uso de cpu"
26,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","0","76%"
27,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
28,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","29","0","0","1","68%"
29,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
30,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
31,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","29","0","0","1","67%"
32,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
33,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","29","0","0","0","75%"
34,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
35,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
36,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
37,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
38,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
39,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","29","0","0","1","67%"
40,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","0","76%"
41,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
42,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
43,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","29","0","0","1","57%"
44,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","69%"
45,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","56%"
46,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
47,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
48,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
49,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","0","76%"
50,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
51,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","0","75%"
52,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
53,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","0","75%"
54,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
55,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
56,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
57,"14/11/2024 18:26:52","14/11/2024 18:26:52","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","0","76%"
58,"14/11/2024 18:26:52","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","29","0","0","1","68%"
59,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","29","0","0","1","68%"
60,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
61,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
62,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
63,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
64,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","70%"
65,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","69%"
66,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","55%"
67,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
68,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
69,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
70,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
71,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
72,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","55%"
73,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","29","0","0","1","67%"
74,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
75,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
76,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
77,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","29","0","0","1","69%"
78,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","60%"
79,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","29","0","0","1","69%"
80,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
81,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
82,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","0","74%"
83,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
84,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","0","73%"
85,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
86,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
87,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
88,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
89,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","65%"
90,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","65%"
91,"14/11/2024 18:26:53","14/11/2024 18:26:53","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
92,"14/11/2024 18:26:53","14/11/2024 18:26:54","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","29","0","0","1","69%"
93,"14/11/2024 18:26:54","14/11/2024 18:26:54","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
94,"14/11/2024 18:26:54","14/11/2024 18:26:54","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
95,"14/11/2024 18:26:54","14/11/2024 18:26:54","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","29","0","0","1","69%"
96,"14/11/2024 18:26:54","14/11/2024 18:26:54","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","29","0","0","1","73%"
97,"14/11/2024 18:26:54","14/11/2024 18:26:54","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
98,"14/11/2024 18:26:54","14/11/2024 18:26:54","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","29","0","0","1","76%"
99,"14/11/2024 18:26:54","14/11/2024 18:26:54","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
100,"14/11/2024 18:26:54","14/11/2024 18:26:54","0:00.00","BT","S","  0% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
1,"14/11/2024 18:27:04","14/11/2024 18:27:04","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","69%"
2,"14/11/2024 18:27:04","14/11/2024 18:27:04","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","74%"
3,"14/11/2024 18:27:04","14/11/2024 18:27:04","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
4,"14/11/2024 18:27:04","14/11/2024 18:27:04","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","71%"
5,"14/11/2024 18:27:04","14/11/2024 18:27:04","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","71%"
6,"14/11/2024 18:27:04","14/11/2024 18:27:04","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","70%"
7,"14/11/2024 18:27:04","14/11/2024 18:27:04","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","70%"
8,"14/11/2024 18:27:04","14/11/2024 18:27:04","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","62%"
9,"14/11/2024 18:27:04","14/11/2024 18:27:04","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","0","75%"
10,"14/11/2024 18:27:04","14/11/2024 18:27:04","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","70%"
11,"14/11/2024 18:27:04","14/11/2024 18:27:04","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","69%"
12,"14/11/2024 18:27:04","14/11/2024 18:27:04","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
13,"14/11/2024 18:27:04","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
14,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","64%"
15,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","60%"
16,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","64%"
17,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","69%"
18,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","70%"
19,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
20,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","65%"
21,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
22,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","29","0","0","1","68%"
23,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
24,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","0","75%"
25,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","29","0","0","1","67%"
26,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
27,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
28,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
29,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
30,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","69%"
31,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","29","0","0","1","66%"
32,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","0","74%"
33,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
34,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","0","74%"
35,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
36,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","0","75%"
37,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
38,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","69%"
39,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","29","0","0","1","66%"
40,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","69%"
41,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
42,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","0","76%"
43,"14/11/2024 18:27:05","14/11/2024 18:27:05","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","29","0","0","1","68%"
44,"14/11/2024 18:27:05","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
45,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
46,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","0","76%"
47,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","29","0","0","1","67%"
48,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","55%"
49,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
50,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
51,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
52,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
53,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
54,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
55,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","0","75%"
56,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
57,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","62%"
58,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
59,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
60,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","29","0","0","1","66%"
61,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","0","75%"
62,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
63,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
64,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","0","75%"
65,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","0","75%"
66,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
67,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
68,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","0","74%"
69,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
70,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
71,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
72,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","57%"
73,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","69%"
74,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
75,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","70%"
76,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
77,"14/11/2024 18:27:06","14/11/2024 18:27:06","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","69%"
78,"14/11/2024 18:27:06","14/11/2024 18:27:07","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
79,"14/11/2024 18:27:07","14/11/2024 18:27:07","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","59%"
80,"14/11/2024 18:27:07","14/11/2024 18:27:07","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","0","74%"
81,"14/11/2024 18:27:07","14/11/2024 18:27:07","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
82,"14/11/2024 18:27:07","14/11/2024 18:27:07","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","75%"
83,"14/11/2024 18:27:07","14/11/2024 18:27:07","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
84,"14/11/2024 18:27:07","14/11/2024 18:27:07","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
85,"14/11/2024 18:27:07","14/11/2024 18:27:07","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
86,"14/11/2024 18:27:07","14/11/2024 18:27:07","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","70%"
87,"14/11/2024 18:27:07","14/11/2024 18:27:07","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","67%"
88,"14/11/2024 18:27:07","14/11/2024 18:27:07","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","68%"
89,"14/11/2024 18:27:07","14/11/2024 18:27:07","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","66%"
90,"14/11/2024 18:27:07","14/11/2024 18:27:07","0:00.00","BT","S"," 50% ( 0 gb)","0.00","0","0","28","0","0","1","58%"
